physics_tag,method,stage,opes_barrier,opes_pace,opes_sigma,opes_gamma,n_seeds,beta,h,beta_h,l2_f_median,l2_f_q25,l2_f_q75,l2_fp_median,l2_fp_q25,l2_fp_q75,l2_f_reweight_median,l2_f_reweight_q25,l2_f_reweight_q75,marginal_l2_ref_median,marginal_l2_ref_q25,marginal_l2_ref_q75,n_round_trips_median,n_round_trips_q25,n_round_trips_q75,opes_neff_frac_final_median,opes_neff_frac_final_q25,opes_neff_frac_final_q75
b4_h1_w2_n10_a1.5,opes,representative,4,500,0.05,inf,10,4.0,1.0,4.0,0.02183585836791606,0.01892607027899801,0.02343778467941906,0.08562046188806764,0.07671289053691921,0.09493963014922169,0.1952837971600548,0.15050731734918774,0.20952296477933346,0.7871302179019892,0.7781676306348086,0.8009261639953861,248826.0,193770.75,278290.0,0.09355944226914409,0.08050314745403075,0.12339573238109507
b4_h1_w2_n10_a1.5,opes,tune,3,250,0.05,inf,2,4.0,1.0,4.0,0.021420710111619133,0.01924324630770216,0.023598173915536105,0.08071493376095473,0.07445545824126235,0.0869744092806471,0.08074171726698236,0.07889221450538203,0.08259122002858268,0.7591595655187662,0.7483152680559437,0.7700038629815885,352649.5,347018.25,358280.75,0.1954022392164273,0.19418725201541331,0.19661722641744125
b4_h1_w2_n10_a1.5,opes,tune,3,500,0.05,inf,2,4.0,1.0,4.0,0.02127328707153879,0.019394871592552154,0.02315170255052543,0.0778547556780545,0.07520494712130278,0.0805045642348062,0.0974109876563357,0.09612829498509273,0.09869368032757866,0.7927111664279136,0.7895564936212569,0.7958658392345703,260954.0,252143.5,269764.5,0.18864993391327373,0.1855056101688668,0.19179425765768066
b4_h1_w2_n10_a1.5,opes,tune,4,250,0.05,inf,2,4.0,1.0,4.0,0.03143317347038421,0.031108771462854345,0.03175757547791408,0.11278696101892569,0.107142106930014,0.11843181510783736,0.18075369829534502,0.17919196865393366,0.18231542793675637,0.8241438902914697,0.809993588862902,0.8382941917200375,309635.0,302944.5,316325.5,0.08818174575428275,0.08712078276455955,0.08924270874400596
b4_h1_w2_n10_a1.5,opes,tune,4,500,0.05,inf,2,4.0,1.0,4.0,0.020600984270560792,0.020084838959502006,0.021117129581619574,0.10601949862635196,0.101917993148897,0.11012100410380693,0.22201771439850634,0.21614275457864426,0.22789267421836842,0.783719075798863,0.7790542439183625,0.7883839076793636,182451.5,172661.75,192241.25,0.0827687377575266,0.08007239581032517,0.08546507970472803
b4_h1_w2_n10_a1.5,opes,tune,6,250,0.05,inf,2,4.0,1.0,4.0,0.04331565434827711,0.04322880550295898,0.04340250319359523,0.30027125052011505,0.2974800120757634,0.30306248896446664,0.5483173398003414,0.5417993030580701,0.5548353765426125,0.8550867047450943,0.8491637028912828,0.8610097065989056,148219.5,138727.75,157711.25,0.042143184131017836,0.041895867775382775,0.042390500486652896
b4_h1_w2_n10_a1.5,opes,tune,6,500,0.05,inf,2,4.0,1.0,4.0,0.10834327102841856,0.09346009165651914,0.12322645040031797,0.5350224427607767,0.46983639592080056,0.6002084896007529,0.6071285653351699,0.573435050050043,0.6408220806202967,0.7866997316921758,0.7856875897013721,0.7877118736829796,29188.0,28404.5,29971.5,0.04792408444511702,0.047869653379755045,0.047978515510479
b4_h1_w2_n10_a1.5,opes,tune,8,250,0.05,inf,2,4.0,1.0,4.0,0.1321565691181875,0.12777667393002534,0.13653646430634964,0.7260192762510869,0.7199208125486066,0.7321177399535672,0.8254398090844406,0.8165398350049914,0.8343397831638897,0.8371212155383876,0.8264168445611585,0.8478255865156166,47655.0,43339.5,51970.5,0.04036428806696464,0.040128294107778434,0.04060028202615085
b4_h1_w2_n10_a1.5,opes,tune,8,500,0.05,inf,2,4.0,1.0,4.0,0.21255771170090548,0.19780013499554622,0.22731528840626475,0.8787734398015092,0.813733185978628,0.9438136936243905,0.8855867572165701,0.842494301984831,0.9286792124483093,0.7551979659978243,0.7499119037387828,0.7604840282568659,6723.0,6069.0,7377.0,0.04640533309305328,0.04615160929902553,0.04665905688708104
b4_h1_w2_n10_a1.5,opes_flat,representative,4,500,0.05,inf,10,4.0,1.0,4.0,0.09792510473921712,0.07020595727210918,0.12968269083396675,0.5395886725069614,0.3498392472133506,0.647994835572621,0.638515452483449,0.49811342631690037,0.7355091435583438,0.8012351821737651,0.7693988856040157,0.828218090388727,53130.0,32680.0,98822.0,0.0461921100965544,0.04412859127089466,0.0472146783963974
b4_h2_w2_n10_a1.5,opes,representative,4,500,0.05,inf,10,4.0,2.0,8.0,0.04754012400031365,0.039678425709242314,0.06043234916141615,0.380093493524701,0.3367169078777603,0.423706291053376,0.3969859865649171,0.38945208648198903,0.4156336354625408,0.9525501829781096,0.9391519333972023,0.9700911933608807,215377.0,196586.25,276118.0,0.0701187190798972,0.06957918848647694,0.07189501237878991
b4_h2_w2_n10_a1.5,opes_flat,representative,4,500,0.05,inf,10,4.0,2.0,8.0,0.2009676573902139,0.17826023963116994,0.2231698178558624,1.023140393917902,0.9624733820632251,1.0416551431882057,0.9655314783014235,0.9352653261271486,0.9690364881498835,0.9805035598439802,0.9552958769833481,1.0176481075706607,44340.0,31158.75,125870.25,0.05847100140735525,0.05794810930023875,0.060943618348804234
